Surname,ApproximateNumber,%Frequency,Rank,Percent,Cumulative_percent
CIANCIOLO,2487,0.001,18291,1.46425747503441e-05,0.15525522007789427
CICCONE,2487,0.001,12458,1.46425747503441e-05,0.1552698626526446
CICERO,2487,0.001,15558,1.46425747503441e-05,0.15528450522739495
CIESLAK,2487,0.001,16223,1.46425747503441e-05,0.1552991478021453
CIFUENTES,2487,0.001,10792,1.46425747503441e-05,0.15531379037689563
CILLEY,2487,0.001,17407,1.46425747503441e-05,0.15532843295164597
CIMINO,2487,0.001,7621,1.46425747503441e-05,0.1553430755263963
CINNAMON,2487,0.001,18290,1.46425747503441e-05,0.15535771810114665
CIOFFI,2487,0.001,8958,1.46425747503441e-05,0.155372360675897
CIOTTI,2487,0.001,17830,1.46425747503441e-05,0.15538700325064733
CIPOLLA,2487,0.001,15233,1.46425747503441e-05,0.15540164582539767
CIPRIANI,2487,0.001,18289,1.46425747503441e-05,0.155416288400148
CIPRIANO,2487,0.001,12081,1.46425747503441e-05,0.15543093097489835
CIRILLO,2487,0.001,11727,1.46425747503441e-05,0.1554455735496487
CISCO,4974,0.002,5964,2.92851495006882e-05,0.15547485869914937
CISNEROS,24870,0.01,1254,0.000146425747503441,0.15562128444665282
CISSELL,2487,0.001,15890,1.46425747503441e-05,0.15563592702140316
CITIZEN,2487,0.001,18766,1.46425747503441e-05,0.1556505695961535
CLAAR,4974,0.002,6978,2.92851495006882e-05,0.15567985474565418
CLAASSEN,2487,0.001,13560,1.46425747503441e-05,0.15569449732040452
CLABAUGH,2487,0.001,12661,1.46425747503441e-05,0.15570913989515486
CLABORN,2487,0.001,18765,1.46425747503441e-05,0.1557237824699052
CLACK,2487,0.001,8758,1.46425747503441e-05,0.15573842504465554
CLAFLIN,2487,0.001,15889,1.46425747503441e-05,0.15575306761940588
CLAIBORNE,2487,0.001,8315,1.46425747503441e-05,0.15576771019415622
CLAIR,4974,0.002,7493,2.92851495006882e-05,0.1557969953436569
CLAIRE,2487,0.001,17829,1.46425747503441e-05,0.15581163791840724
CLAPPER,4974,0.002,5831,2.92851495006882e-05,0.15584092306790792
CLARDY,2487,0.001,8957,1.46425747503441e-05,0.15585556564265826
CLARE,2487,0.001,7620,1.46425747503441e-05,0.1558702082174086
CLARK,574497,0.231,21,0.0033824347673294874,0.1592526429847381
CLARKE,59688,0.024,482,0.00035142179400825843,0.15960406477874636
CLASS,2487,0.001,17001,1.46425747503441e-05,0.1596187073534967
CLASSEN,2487,0.001,13325,1.46425747503441e-05,0.15963334992824704
CLATTERBUCK,2487,0.001,16222,1.46425747503441e-05,0.15964799250299738
CLAUDE,2487,0.001,14375,1.46425747503441e-05,0.15966263507774772
CLAUDIO,4974,0.002,5928,2.92851495006882e-05,0.1596919202272484
CLAUNCH,2487,0.001,12660,1.46425747503441e-05,0.15970656280199874
CLAUS,2487,0.001,8845,1.46425747503441e-05,0.15972120537674908
CLAUSING,2487,0.001,18288,1.46425747503441e-05,0.15973584795149942
CLAUSON,2487,0.001,12249,1.46425747503441e-05,0.15975049052624976
CLAUSSEN,2487,0.001,8757,1.46425747503441e-05,0.1597651331010001
CLAXTON,4974,0.002,7041,2.92851495006882e-05,0.15979441825050078
CLAY,57201,0.023,512,0.00033677921925791434,0.1601311974697587
CLAYBORN,2487,0.001,10373,1.46425747503441e-05,0.16014584004450905
CLAYBORNE,2487,0.001,15888,1.46425747503441e-05,0.1601604826192594
CLAYBROOKS,2487,0.001,17000,1.46425747503441e-05,0.16017512519400973
CLAYCOMB,2487,0.001,7691,1.46425747503441e-05,0.16018976776876007
CLAYPOOL,4974,0.002,6132,2.92851495006882e-05,0.16021905291826075
CLAYPOOLE,2487,0.001,7847,1.46425747503441e-05,0.16023369549301109
CLAYSON,2487,0.001,16595,1.46425747503441e-05,0.16024833806776143
CLAYTON,59688,0.024,468,0.00035142179400825843,0.1605997598617697
CLAYTOR,2487,0.001,8498,1.46425747503441e-05,0.16061440243652003
CLEAR,2487,0.001,15232,1.46425747503441e-05,0.16062904501127037
CLEAVER,4974,0.002,6977,2.92851495006882e-05,0.16065833016077105
CLEAVES,2487,0.001,9354,1.46425747503441e-05,0.1606729727355214
CLEEK,2487,0.001,11097,1.46425747503441e-05,0.16068761531027173
CLEGHORN,4974,0.002,7347,2.92851495006882e-05,0.1607169004597724
CLELAND,2487,0.001,9725,1.46425747503441e-05,0.16073154303452275
CLEMENT,24870,0.01,1243,0.000146425747503441,0.1608779687820262
CLEMENTS,32331,0.013000000000000001,922,0.0001903534717544733,0.16106832225378068
CLEMMER,4974,0.002,6449,2.92851495006882e-05,0.16109760740328136
CLEMONS,32331,0.013000000000000001,908,0.0001903534717544733,0.16128796087503583
CLERK,2487,0.001,16999,1.46425747503441e-05,0.16130260344978617
CLEVELAND,32331,0.013000000000000001,907,0.0001903534717544733,0.16149295692154064
CLEVER,2487,0.001,11575,1.46425747503441e-05,0.16150759949629098
CLEWIS,2487,0.001,14374,1.46425747503441e-05,0.16152224207104132
CLIENT,2487,0.001,15231,1.46425747503441e-05,0.16153688464579166
CLIFF,2487,0.001,14671,1.46425747503441e-05,0.161551527220542
CLIFFORD,19896,0.008,1630,0.0001171405980027528,0.16166866781854475
CLIFT,4974,0.002,6002,2.92851495006882e-05,0.16169795296804543
CLIFTON,27357,0.011000000000000001,1130,0.0001610683222537851,0.16185902129029922
CLIMER,2487,0.001,14097,1.46425747503441e-05,0.16187366386504956
CLINARD,2487,0.001,12080,1.46425747503441e-05,0.1618883064397999
CLINE,49740,0.02,595,0.000292851495006882,0.16218115793480678
CLINGER,2487,0.001,12871,1.46425747503441e-05,0.16219580050955712
CLINGERMAN,2487,0.001,18764,1.46425747503441e-05,0.16221044308430746
CLINGMAN,2487,0.001,18763,1.46425747503441e-05,0.1622250856590578
CLINKSCALES,2487,0.001,9588,1.46425747503441e-05,0.16223972823380814
CLINTON,17409,0.006999999999999999,1706,0.0001024980232524087,0.16234222625706055
CLODFELTER,2487,0.001,13324,1.46425747503441e-05,0.16235686883181089
CLOER,2487,0.001,16221,1.46425747503441e-05,0.16237151140656123
CLONINGER,2487,0.001,8497,1.46425747503441e-05,0.16238615398131157
CLONTZ,2487,0.001,10791,1.46425747503441e-05,0.1624007965560619
CLOPTON,2487,0.001,11258,1.46425747503441e-05,0.16241543913081224
CLORE,2487,0.001,14951,1.46425747503441e-05,0.16243008170556258
CLOSSON,2487,0.001,13323,1.46425747503441e-05,0.16244472428031292
CLOTHIER,2487,0.001,15230,1.46425747503441e-05,0.16245936685506326
CLOUSER,2487,0.001,10790,1.46425747503441e-05,0.1624740094298136
CLOVER,2487,0.001,8210,1.46425747503441e-05,0.16248865200456394
CLOW,2487,0.001,8756,1.46425747503441e-05,0.16250329457931428
CLOWER,2487,0.001,8755,1.46425747503441e-05,0.16251793715406462
CLOWERS,2487,0.001,9855,1.46425747503441e-05,0.16253257972881496
CLOYD,2487,0.001,8314,1.46425747503441e-05,0.1625472223035653
CLUBB,2487,0.001,14950,1.46425747503441e-05,0.16256186487831564
CLUCK,2487,0.001,10940,1.46425747503441e-05,0.16257650745306598
CLUFF,2487,0.001,9254,1.46425747503441e-05,0.16259115002781632
CLUKEY,2487,0.001,11726,1.46425747503441e-05,0.16260579260256666
CLUNE,2487,0.001,18287,1.46425747503441e-05,0.162620435177317
CLUTE,2487,0.001,14373,1.46425747503441e-05,0.16263507775206734
CLUTTER,2487,0.001,13832,1.46425747503441e-05,0.16264972032681768
CLYBURN,4974,0.002,6823,2.92851495006882e-05,0.16267900547631836
CLYDE,4974,0.002,6771,2.92851495006882e-05,0.16270829062581904
CLYMER,2487,0.001,9854,1.46425747503441e-05,0.16272293320056938
CLYNE,2487,0.001,16594,1.46425747503441e-05,0.16273757577531972
COACHMAN,2487,0.001,15229,1.46425747503441e-05,0.16275221835007006
COADY,2487,0.001,15228,1.46425747503441e-05,0.1627668609248204
COAKLEY,4974,0.002,5553,2.92851495006882e-05,0.16279614607432108
COAN,2487,0.001,9587,1.46425747503441e-05,0.16281078864907142
COATES,22383,0.009000000000000001,1391,0.0001317831727530969,0.1629425718218245
COAXUM,2487,0.001,13322,1.46425747503441e-05,0.16295721439657485
COBB,69636,0.027999999999999997,400,0.0004099920930096348,0.16336720648958447
COBBINS,2487,0.001,15227,1.46425747503441e-05,0.1633818490643348
COBBLE,2487,0.001,13831,1.46425747503441e-05,0.16339649163908515
COBOS,4974,0.002,6711,2.92851495006882e-05,0.16342577678858583
COCA,2487,0.001,15887,1.46425747503441e-05,0.16344041936333617
COCHRAN,57201,0.023,507,0.00033677921925791434,0.1637771985825941
COCKBURN,2487,0.001,15886,1.46425747503441e-05,0.16379184115734444
COCKERHAM,4974,0.002,6608,2.92851495006882e-05,0.16382112630684512
COCKRUM,2487,0.001,14372,1.46425747503441e-05,0.16383576888159546
COCO,2487,0.001,14949,1.46425747503441e-05,0.1638504114563458
CODDINGTON,2487,0.001,10248,1.46425747503441e-05,0.16386505403109614
CODER,2487,0.001,13321,1.46425747503441e-05,0.16387969660584648
CODY,19896,0.008,1596,0.0001171405980027528,0.16399683720384922
COELHO,2487,0.001,9461,1.46425747503441e-05,0.16401147977859956
COELLO,2487,0.001,18762,1.46425747503441e-05,0.1640261223533499
COEN,2487,0.001,8587,1.46425747503441e-05,0.16404076492810024
COFER,4974,0.002,5677,2.92851495006882e-05,0.16407005007760092
COFFEE,4974,0.002,5280,2.92851495006882e-05,0.1640993352271016
COFFELT,2487,0.001,8844,1.46425747503441e-05,0.16411397780185194
COFFEY,34818,0.013999999999999999,850,0.0002049960465048174,0.16431897384835675
COFFIELD,2487,0.001,11096,1.46425747503441e-05,0.1643336164231071
COFFMAN,24870,0.01,1191,0.000146425747503441,0.16448004217061055
COFIELD,4974,0.002,5204,2.92851495006882e-05,0.16450932732011123
COGAN,2487,0.001,9460,1.46425747503441e-05,0.16452396989486157
COGAR,2487,0.001,14670,1.46425747503441e-05,0.1645386124696119
COGBURN,2487,0.001,11257,1.46425747503441e-05,0.16455325504436225
COGDELL,2487,0.001,17406,1.46425747503441e-05,0.16456789761911259
COGDILL,2487,0.001,12079,1.46425747503441e-05,0.16458254019386293
COGER,2487,0.001,16220,1.46425747503441e-05,0.16459718276861326
COGGIN,2487,0.001,13320,1.46425747503441e-05,0.1646118253433636
COGHILL,2487,0.001,16998,1.46425747503441e-05,0.16462646791811394
COGHLAN,2487,0.001,15226,1.46425747503441e-05,0.16464111049286428
COGSWELL,2487,0.001,8956,1.46425747503441e-05,0.16465575306761462
COHAN,2487,0.001,10522,1.46425747503441e-05,0.16467039564236496
COHEE,2487,0.001,17828,1.46425747503441e-05,0.1646850382171153
COHEN,74610,0.03,363,0.00043927724251032304,0.16512431545962564
COHRS,2487,0.001,18286,1.46425747503441e-05,0.16513895803437598
COIL,2487,0.001,9353,1.46425747503441e-05,0.16515360060912632
COKE,2487,0.001,9586,1.46425747503441e-05,0.16516824318387666
COKER,22383,0.009000000000000001,1331,0.0001317831727530969,0.16530002635662974
COKLEY,2487,0.001,15557,1.46425747503441e-05,0.16531466893138008
COLA,2487,0.001,17827,1.46425747503441e-05,0.16532931150613042
COLANGELO,2487,0.001,8313,1.46425747503441e-05,0.16534395408088076
COLBERT,22383,0.009000000000000001,1316,0.0001317831727530969,0.16547573725363385
COLCLOUGH,2487,0.001,17826,1.46425747503441e-05,0.1654903798283842
COLDIRON,2487,0.001,9724,1.46425747503441e-05,0.16550502240313453
COLDWELL,2487,0.001,13559,1.46425747503441e-05,0.16551966497788487
COLE,198960,0.08,108,0.001171405980027528,0.16669107095791239
COLEGROVE,2487,0.001,13558,1.46425747503441e-05,0.16670571353266272
COLELLA,4974,0.002,7165,2.92851495006882e-05,0.1667349986821634
COLEMAN,236265,0.095,82,0.0013910446012826896,0.1681260432834461
COLETTI,2487,0.001,16997,1.46425747503441e-05,0.16814068585819644
COLEY,17409,0.006999999999999999,1918,0.0001024980232524087,0.16824318388144885
COLGAN,2487,0.001,10111,1.46425747503441e-05,0.1682578264561992
COLIN,2487,0.001,7992,1.46425747503441e-05,0.16827246903094953
COLL,2487,0.001,11256,1.46425747503441e-05,0.16828711160569987
COLLAR,2487,0.001,14371,1.46425747503441e-05,0.1683017541804502
COLLARD,4974,0.002,7346,2.92851495006882e-05,0.1683310393299509
COLLETTI,2487,0.001,8496,1.46425747503441e-05,0.16834568190470123
COLLIE,2487,0.001,13557,1.46425747503441e-05,0.16836032447945157
COLLIER,57201,0.023,491,0.00033677921925791434,0.1686971036987095
COLLIGAN,2487,0.001,13830,1.46425747503441e-05,0.16871174627345983
COLLIN,2487,0.001,7991,1.46425747503441e-05,0.16872638884821017
COLLINGS,2487,0.001,9853,1.46425747503441e-05,0.1687410314229605
COLLINS,333258,0.134,50,0.0019621050165461095,0.17070313643950663
COLLINSON,2487,0.001,18761,1.46425747503441e-05,0.17071777901425697
COLLINSWORTH,2487,0.001,8312,1.46425747503441e-05,0.1707324215890073
COLLIS,2487,0.001,11255,1.46425747503441e-05,0.17074706416375765
COLLISON,2487,0.001,15225,1.46425747503441e-05,0.170761706738508
COLLMAN,2487,0.001,15885,1.46425747503441e-05,0.17077634931325833
COLLUM,2487,0.001,8754,1.46425747503441e-05,0.17079099188800867
COLMAN,4974,0.002,7345,2.92851495006882e-05,0.17082027703750935
COLMENERO,2487,0.001,14669,1.46425747503441e-05,0.1708349196122597
COLOMBO,2487,0.001,7690,1.46425747503441e-05,0.17084956218701003
COLON,67149,0.027000000000000003,423,0.0003953495182592907,0.17124491170526931
COLORADO,2487,0.001,16593,1.46425747503441e-05,0.17125955428001965
COLOSIMO,2487,0.001,17825,1.46425747503441e-05,0.17127419685477
COLQUITT,2487,0.001,7689,1.46425747503441e-05,0.17128883942952033
COLSTON,4974,0.002,5008,2.92851495006882e-05,0.171318124579021
COLTER,4974,0.002,7040,2.92851495006882e-05,0.1713474097285217
COLTON,4974,0.002,5235,2.92851495006882e-05,0.17137669487802237
COLUCCI,4974,0.002,6448,2.92851495006882e-05,0.17140598002752305
COLUMBUS,2487,0.001,10939,1.46425747503441e-05,0.1714206226022734
COLUNGA,4974,0.002,5552,2.92851495006882e-05,0.17144990775177407
COLVARD,2487,0.001,12248,1.46425747503441e-05,0.1714645503265244
COLVIN,19896,0.008,1501,0.0001171405980027528,0.17158169092452716
COLYER,2487,0.001,10938,1.46425747503441e-05,0.1715963334992775
COMACHO,2487,0.001,14096,1.46425747503441e-05,0.17161097607402784
COMBEST,2487,0.001,16996,1.46425747503441e-05,0.17162561864877818
COMBS,52227,0.021,543,0.0003074940697572261,0.1719331127185354
COMEAU,4974,0.002,5927,2.92851495006882e-05,0.17196239786803608
COMER,14922,0.006,1945,8.785544850206461e-05,0.17205025331653814
COMERFORD,2487,0.001,13556,1.46425747503441e-05,0.17206489589128848
COMES,2487,0.001,16995,1.46425747503441e-05,0.17207953846603882
COMFORT,2487,0.001,8586,1.46425747503441e-05,0.17209418104078916
COMMANDER,2487,0.001,12659,1.46425747503441e-05,0.1721088236155395
COMMONS,2487,0.001,13319,1.46425747503441e-05,0.17212346619028984
COMO,2487,0.001,11574,1.46425747503441e-05,0.17213810876504018
COMPO,2487,0.001,16592,1.46425747503441e-05,0.17215275133979052
COMPOS,2487,0.001,14668,1.46425747503441e-05,0.17216739391454086
COMPTON,32331,0.013000000000000001,902,0.0001903534717544733,0.17235774738629533
CONANT,4974,0.002,6556,2.92851495006882e-05,0.17238703253579601
CONARD,2487,0.001,10789,1.46425747503441e-05,0.17240167511054635
CONATSER,2487,0.001,13318,1.46425747503441e-05,0.1724163176852967
CONBOY,2487,0.001,14370,1.46425747503441e-05,0.17243096026004703
CONCANNON,2487,0.001,16219,1.46425747503441e-05,0.17244560283479737
CONDE,4974,0.002,6092,2.92851495006882e-05,0.17247488798429805
CONDER,2487,0.001,10247,1.46425747503441e-05,0.1724895305590484
CONDIE,2487,0.001,15556,1.46425747503441e-05,0.17250417313379873
CONDIT,2487,0.001,12658,1.46425747503441e-05,0.17251881570854907
CONDREY,2487,0.001,16218,1.46425747503441e-05,0.1725334582832994
CONDRON,2487,0.001,17824,1.46425747503441e-05,0.17254810085804975
CONERLY,2487,0.001,12247,1.46425747503441e-05,0.1725627434328001
CONEY,4974,0.002,5413,2.92851495006882e-05,0.17259202858230077
CONFER,2487,0.001,8753,1.46425747503441e-05,0.1726066711570511
CONFORTI,2487,0.001,17823,1.46425747503441e-05,0.17262131373180145
CONGDON,2487,0.001,8073,1.46425747503441e-05,0.1726359563065518
CONIGLIO,2487,0.001,14369,1.46425747503441e-05,0.17265059888130213
CONKLE,2487,0.001,12657,1.46425747503441e-05,0.17266524145605247
CONKLIN,22383,0.009000000000000001,1378,0.0001317831727530969,0.17279702462880556
CONKLING,2487,0.001,17405,1.46425747503441e-05,0.1728116672035559
CONLAN,2487,0.001,17404,1.46425747503441e-05,0.17282630977830624
CONLEY,57201,0.023,503,0.00033677921925791434,0.17316308899756416
CONLIN,2487,0.001,7688,1.46425747503441e-05,0.1731777315723145
CONLON,4974,0.002,5551,2.92851495006882e-05,0.17320701672181518
CONN,19896,0.008,1593,0.0001171405980027528,0.17332415731981793
CONNALLY,2487,0.001,9253,1.46425747503441e-05,0.17333879989456827
CONNELL,17409,0.006999999999999999,1827,0.0001024980232524087,0.17344129791782067
CONNELLY,17409,0.006999999999999999,1683,0.0001024980232524087,0.17354379594107308
CONNER,72123,0.028999999999999998,393,0.0004246346677599789,0.17396843060883305
CONNERY,2487,0.001,17822,1.46425747503441e-05,0.1739830731835834
CONNOLLY,22383,0.009000000000000001,1350,0.0001317831727530969,0.17411485635633647
CONNOR,27357,0.011000000000000001,1077,0.0001610683222537851,0.17427592467859027
CONNORS,17409,0.006999999999999999,1866,0.0001024980232524087,0.17437842270184267
CONRAD,32331,0.013000000000000001,927,0.0001903534717544733,0.17456877617359715
CONSIDINE,2487,0.001,14368,1.46425747503441e-05,0.17458341874834749
CONSTABLE,2487,0.001,13829,1.46425747503441e-05,0.17459806132309783
CONSTANCE,2487,0.001,16994,1.46425747503441e-05,0.17461270389784816
CONSTANT,4974,0.002,6501,2.92851495006882e-05,0.17464198904734884
CONSTANTINE,4974,0.002,6976,2.92851495006882e-05,0.17467127419684952
CONSTANTINO,2487,0.001,7687,1.46425747503441e-05,0.17468591677159986
CONTRERAS,52227,0.021,563,0.0003074940697572261,0.17499341084135708
CONVERSE,4974,0.002,6091,2.92851495006882e-05,0.17502269599085776
CONVERY,2487,0.001,18285,1.46425747503441e-05,0.1750373385656081
CONWAY,44766,0.018000000000000002,654,0.0002635663455061938,0.1753009049111143
CONWELL,4974,0.002,7164,2.92851495006882e-05,0.17533019006061498
COOGAN,2487,0.001,16217,1.46425747503441e-05,0.17534483263536532
COOK,298440,0.12,56,0.0017571089700412921,0.17710194160540663
COOKE,29844,0.012,996,0.00017571089700412921,0.17727765250241076
COOKSON,2487,0.001,9352,1.46425747503441e-05,0.1772922950771611
COOL,4974,0.002,6327,2.92851495006882e-05,0.17732158022666178
COOLEY,34818,0.013999999999999999,853,0.0002049960465048174,0.1775265762731666
COOLIDGE,2487,0.001,9723,1.46425747503441e-05,0.17754121884791693
COOMER,4974,0.002,7039,2.92851495006882e-05,0.1775705039974176
COOMES,2487,0.001,11254,1.46425747503441e-05,0.17758514657216795
COON,17409,0.006999999999999999,1779,0.0001024980232524087,0.17768764459542036
COONROD,2487,0.001,10246,1.46425747503441e-05,0.1777022871701707
COOP,2487,0.001,14667,1.46425747503441e-05,0.17771692974492104
COOPER,281031,0.113,62,0.0016546109467888833,0.1793715406917099
COOPERMAN,2487,0.001,15224,1.46425747503441e-05,0.17938618326646025
COOTS,2487,0.001,10937,1.46425747503441e-05,0.1794008258412106
COOVER,2487,0.001,15555,1.46425747503441e-05,0.17941546841596093
COPAS,2487,0.001,14948,1.46425747503441e-05,0.17943011099071127
COPE,19896,0.008,1539,0.0001171405980027528,0.179547251588714
COPELAND,62175,0.025,445,0.0003660643687586025,0.17991331595747262
COPENHAVER,2487,0.001,8311,1.46425747503441e-05,0.17992795853222296
COPES,2487,0.001,12457,1.46425747503441e-05,0.1799426011069733
COPHER,2487,0.001,17403,1.46425747503441e-05,0.17995724368172364
COPLAND,2487,0.001,18284,1.46425747503441e-05,0.17997188625647398
COPLIN,2487,0.001,15554,1.46425747503441e-05,0.17998652883122432
COPP,2487,0.001,14666,1.46425747503441e-05,0.18000117140597466
COPPA,2487,0.001,16216,1.46425747503441e-05,0.180015813980725
COPPAGE,2487,0.001,8955,1.46425747503441e-05,0.18003045655547534
COPPEDGE,2487,0.001,12456,1.46425747503441e-05,0.18004509913022568
COPPER,4974,0.002,6270,2.92851495006882e-05,0.18007438427972636
COPPIN,2487,0.001,14367,1.46425747503441e-05,0.1800890268544767
COPPINGER,2487,0.001,15884,1.46425747503441e-05,0.18010366942922704
COPPLE,2487,0.001,11253,1.46425747503441e-05,0.18011831200397738
COPPOCK,2487,0.001,10936,1.46425747503441e-05,0.18013295457872772
CORA,2487,0.001,13828,1.46425747503441e-05,0.18014759715347806
CORBEIL,2487,0.001,17402,1.46425747503441e-05,0.1801622397282284
CORBETT,27357,0.011000000000000001,1114,0.0001610683222537851,0.1803233080504822
CORBIN,24870,0.01,1231,0.000146425747503441,0.18046973379798564
CORBO,2487,0.001,15553,1.46425747503441e-05,0.18048437637273598
CORBY,2487,0.001,11399,1.46425747503441e-05,0.18049901894748632
CORCHADO,2487,0.001,17821,1.46425747503441e-05,0.18051366152223666
CORCORAN,14922,0.006,1968,8.785544850206461e-05,0.18060151697073873
CORDEIRO,4974,0.002,6090,2.92851495006882e-05,0.1806308021202394
